Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
01/02/2010,260724,,--,,76,,0.00,,
01/03/2010,260724,,--,,190,,0.00,,
01/04/2010,261076,,--,,166,,0.00,,
01/05/2010,260548,,--,,447,,0.00,,
01/06/2010,260197,,--,,451,,0.00,,
01/07/2010,259845,,--,,457,,0.00,,
01/08/2010,259669,,--,,476,,0.00,,
01/09/2010,259318,,--,,458,,0.02,,
01/10/2010,259494,,--,,377,,0.06,,
01/11/2010,259669,,--,,316,,0.00,,
01/12/2010,259494,,--,,464,,0.15,,
01/13/2010,259669,,--,,468,,1.47,,
01/14/2010,259669,,--,,470,,0.00,,
01/15/2010,259494,,--,,500,,0.00,,
01/16/2010,259142,,--,,496,,0.00,,
01/17/2010,258966,,--,,431,,0.00,,
01/18/2010,258615,,--,,483,,0.56,,
01/19/2010,258087,,--,,654,,2.26,,
01/20/2010,257208,,--,,702,,0.82,,
01/21/2010,256505,,--,,745,,2.04,,
01/22/2010,255626,,--,,704,,1.08,,
01/23/2010,254571,,--,,731,,0.53,,
01/24/2010,254220,,--,,579,,0.00,,
01/25/2010,253692,,--,,627,,0.00,,
01/26/2010,252989,,--,,736,,0.34,,
01/27/2010,252286,,--,,743,,0.00,,
01/28/2010,251583,,--,,741,,0.00,,
01/29/2010,250716,,--,,33,,0.00,,
01/30/2010,250030,,--,,706,,0.13,,
01/31/2010,249859,,--,,511,,0.00,,
02/01/2010,249859,,--,,390,,0.00,,
02/02/2010,249344,,--,,584,,0.00,,
02/03/2010,249001,,--,,481,,0.00,,
02/04/2010,248829,,--,,409,,0.00,,
02/05/2010,248829,,--,,401,,0.55,,
02/06/2010,249001,,--,,349,,0.53,,
02/07/2010,249344,,--,,261,,0.60,,
02/08/2010,249516,,--,,294,,0.00,,
02/09/2010,249516,,--,,358,,0.05,,
02/10/2010,249687,,--,,325,,0.06,,
02/11/2010,249687,,--,,302,,0.00,,
02/12/2010,249687,,--,,305,,0.00,,
02/13/2010,250030,,--,,260,,0.00,,
02/14/2010,250373,,--,,202,,0.00,,
02/15/2010,250716,,--,,198,,0.00,,
02/16/2010,251231,,--,,212,,0.00,,
02/17/2010,251231,,--,,267,,0.00,,
02/18/2010,251583,,--,,275,,0.00,,
02/19/2010,252110,,--,,269,,0.00,,
02/20/2010,252637,,--,,155,,0.07,,
02/21/2010,253341,,--,,34,,0.34,,
02/22/2010,254044,,--,,113,,0.52,,
02/23/2010,254571,,--,,110,,0.00,,
02/24/2010,255274,,--,,109,,2.18,,
02/25/2010,255978,,--,,159,,0.49,,
02/26/2010,256681,,--,,174,,0.00,,
02/27/2010,257560,,--,,555,,1.82,,
02/28/2010,258087,,--,,91,,0.14,,
03/01/2010,258615,,--,,266,,0.00,,
03/02/2010,257911,,--,,685,,0.00,,
03/03/2010,257560,,--,,679,,0.70,,
03/04/2010,257032,,--,,771,,0.98,,
03/05/2010,256153,,--,,777,,0.00,,
03/06/2010,255274,,--,,784,,0.00,,
03/07/2010,254571,,--,,714,,0.00,,
03/08/2010,253692,,--,,862,,0.05,,
03/09/2010,252813,,--,,763,,0.14,,
03/10/2010,252110,,--,,734,,0.23,,
03/11/2010,251231,,--,,888,,0.00,,
03/12/2010,249859,,--,,930,,0.00,,
03/13/2010,249172,,--,,922,,1.71,,
03/14/2010,248143,,--,,921,,0.00,,
03/15/2010,247285,,--,,920,,0.00,,
03/16/2010,246256,,--,,916,,0.00,,
03/17/2010,245570,,--,,916,,0.00,,
03/18/2010,244884,,--,,918,,0.00,,
03/19/2010,244369,,--,,911,,0.00,,
03/20/2010,244854,,--,,912,,0.00,,
03/21/2010,243511,,--,,918,,0.00,,
03/22/2010,242997,,--,,918,,0.00,,
03/23/2010,244197,,--,,7,,0.00,,
03/24/2010,245913,,--,,39,,0.00,,
03/25/2010,247114,,--,,7,,0.05,,
03/26/2010,247972,,--,,272,,0.23,,
03/27/2010,247114,,--,,979,,0.00,,
03/28/2010,246428,,--,,982,,0.00,,
03/29/2010,245913,,--,,978,,0.00,,
03/30/2010,245570,,--,,978,,0.31,,
03/31/2010,245570,,--,,993,,1.28,,
04/01/2010,244712,,--,,977,,0.06,,
04/02/2010,243854,,--,,970,,0.05,,
04/03/2010,242997,,--,,971,,0.80,,
04/04/2010,242139,,--,,968,,0.00,,
04/05/2010,241453,,--,,973,,2.10,,
04/06/2010,240423,,--,,911,,0.00,,
04/07/2010,239566,,--,,876,,0.00,,
04/08/2010,238879,,--,,972,,0.00,,
04/09/2010,238536,,--,,976,,0.00,,
04/10/2010,238365,,--,,970,,0.00,,
04/11/2010,238193,,--,,974,,0.00,,
04/12/2010,237679,,--,,977,,1.31,,
04/13/2010,237164,,--,,973,,0.42,,
04/14/2010,235792,,--,,1013,,0.00,,
04/15/2010,234762,,--,,974,,0.00,,
04/16/2010,233742,,--,,950,,0.00,,
04/17/2010,232907,,--,,951,,0.00,,
04/18/2010,232238,,--,,1004,,0.00,,
04/19/2010,231737,,--,,1012,,0.00,,
04/20/2010,231737,,--,,967,,0.05,,
04/21/2010,232071,,--,,951,,1.32,,
04/22/2010,231403,,--,,978,,0.14,,
04/23/2010,230563,,--,,977,,0.00,,
04/24/2010,229733,,--,,974,,0.00,,
04/25/2010,229566,,--,,977,,0.00,,
04/26/2010,229733,,--,,973,,0.00,,
04/27/2010,230401,,--,,975,,0.00,,
04/28/2010,230902,,--,,976,,1.06,,
04/29/2010,230536,,--,,968,,0.60,,
04/30/2010,229900,,--,,968,,0.01,,
05/01/2010,228897,,--,,968,,0.00,,
05/02/2010,228229,,--,,970,,0.00,,
05/03/2010,227895,,--,,964,,0.00,,
05/04/2010,228396,,--,,969,,0.00,,
05/05/2010,229232,,--,,971,,0.00,,
05/06/2010,230067,,--,,985,,0.00,,
05/07/2010,230735,,--,,966,,0.00,,
05/08/2010,231403,,--,,991,,0.00,,
05/09/2010,232406,,--,,970,,0.00,,
05/10/2010,232406,,--,,971,,0.07,,
05/11/2010,231904,,--,,973,,1.07,,
05/12/2010,230234,,--,,982,,0.00,,
05/13/2010,228563,,--,,1239,,0.00,,
05/14/2010,227060,,--,,1513,,0.01,,
05/15/2010,226225,,--,,1512,,0.00,,
05/16/2010,226058,,--,,1496,,0.00,,
05/17/2010,226559,,--,,1476,,0.00,,
05/18/2010,226726,,--,,1477,,0.49,,
05/19/2010,225724,,--,,1440,,0.00,,
05/20/2010,225556,,--,,1344,,0.03,,
05/21/2010,227561,,--,,1040,,0.00,,
05/22/2010,228229,,--,,959,,0.06,,
05/23/2010,227728,,--,,959,,0.00,,
05/24/2010,227060,,--,,954,,0.01,,
05/25/2010,226058,,--,,958,,0.00,,
05/26/2010,225556,,--,,958,,0.40,,
05/27/2010,225055,,--,,958,,0.58,,
05/28/2010,224554,,--,,985,,0.43,,
05/29/2010,223719,,--,,957,,0.00,,
05/30/2010,223051,,--,,957,,0.00,,
05/31/2010,223552,,--,,956,,0.00,,
06/01/2010,224554,,--,,958,,0.00,,
06/02/2010,225389,,--,,1455,,0.00,,
06/03/2010,226559,,--,,1458,,0.00,,
06/04/2010,228563,,--,,1462,,0.00,,
06/05/2010,231403,,--,,1475,,0.00,,
06/06/2010,234934,,--,,1475,,0.00,,
06/07/2010,239223,,--,,1470,,0.00,,
06/08/2010,243683,,--,,1341,,0.00,,
06/09/2010,247114,,--,,1210,,0.00,,
06/10/2010,250202,,--,,1209,,0.00,,
06/11/2010,251758,,--,,1326,,0.00,,
06/12/2010,253341,,--,,1175,,0.00,,
06/13/2010,254747,,--,,926,,0.00,,
06/14/2010,256505,,--,,953,,0.00,,
06/15/2010,258790,,--,,949,,0.00,,
06/16/2010,261603,,--,,954,,0.00,,
06/17/2010,263185,,--,,961,,0.00,,
06/18/2010,264416,,--,,945,,0.00,,
06/19/2010,265119,,--,,1072,,0.00,,
06/20/2010,265822,,--,,1190,,0.00,,
06/21/2010,266526,,--,,1185,,0.00,,
06/22/2010,267932,,--,,1066,,0.00,,
06/23/2010,269355,,--,,949,,0.00,,
06/24/2010,270987,,--,,944,,0.00,,
06/25/2010,272438,,--,,951,,0.01,,
06/26/2010,272620,,--,,1205,,0.00,,
06/27/2010,273708,,--,,1371,,0.00,,
06/28/2010,273708,,--,,1535,,0.00,,
06/29/2010,273526,,--,,1818,,0.00,,
06/30/2010,272982,,--,,1840,,0.00,,
07/01/2010,273164,,--,,1507,,0.00,,
07/02/2010,273345,,--,,1039,,0.00,,
07/03/2010,273526,,--,,914,,0.00,,
07/04/2010,273345,,--,,935,,0.00,,
07/05/2010,272982,,--,,951,,0.00,,
07/06/2010,272620,,--,,948,,0.00,,
07/07/2010,272620,,--,,953,,0.00,,
07/08/2010,272620,,--,,961,,0.00,,
07/09/2010,272620,,--,,855,,0.00,,
07/10/2010,272801,,--,,708,,0.00,,
07/11/2010,272982,,--,,690,,0.00,,
07/12/2010,273164,,--,,587,,0.00,,
07/13/2010,273164,,--,,440,,0.00,,
07/14/2010,273164,,--,,460,,0.00,,
07/15/2010,272620,,--,,733,,0.00,,
07/16/2010,272438,,--,,541,,0.00,,
07/17/2010,272075,,--,,597,,0.00,,
07/18/2010,271894,,--,,493,,0.00,,
07/19/2010,272257,,--,,168,,0.00,,
07/20/2010,272620,,--,,164,,0.00,,
07/21/2010,272982,,--,,144,,0.00,,
07/22/2010,272982,,--,,78,,0.00,,
07/23/2010,272801,,--,,206,,0.00,,
07/24/2010,272438,,--,,202,,0.00,,
07/25/2010,272075,,--,,223,,0.00,,
07/26/2010,271894,,--,,192,,0.00,,
07/27/2010,271531,,--,,189,,0.00,,
07/28/2010,271350,,--,,198,,0.00,,
07/29/2010,271169,,--,,188,,0.00,,
07/30/2010,270987,,--,,187,,0.00,,
07/31/2010,270806,,--,,185,,0.00,,
08/01/2010,270806,,--,,187,,0.00,,
08/02/2010,270625,,--,,186,,0.00,,
08/03/2010,270262,,--,,193,,0.00,,
08/04/2010,270262,,--,,148,,0.00,,
08/05/2010,270262,,--,,71,,0.00,,
08/06/2010,270080,,--,,187,,0.00,,
08/07/2010,269899,,--,,189,,0.00,,
08/08/2010,269718,,--,,189,,0.00,,
08/09/2010,269355,,--,,186,,0.00,,
08/10/2010,268811,,--,,197,,0.00,,
08/11/2010,268284,,--,,204,,0.00,,
08/12/2010,--,,--,,--,,--,,
08/13/2010,267580,,--,,191,,0.00,,
08/14/2010,267229,,--,,191,,0.00,,
08/15/2010,266701,,--,,253,,0.00,,
08/16/2010,266174,,--,,186,,0.00,,
08/17/2010,265822,,--,,188,,0.00,,
08/18/2010,265471,,--,,151,,0.00,,
08/19/2010,265295,,--,,74,,0.00,,
08/20/2010,264943,,--,,193,,0.00,,
08/21/2010,264592,,--,,193,,0.00,,
08/22/2010,264064,,--,,186,,0.00,,
08/23/2010,264064,,--,,188,,0.00,,
08/24/2010,263889,,--,,192,,0.00,,
08/25/2010,263889,,--,,190,,0.00,,
08/26/2010,263889,,--,,187,,0.00,,
08/27/2010,263889,,--,,199,,0.00,,
08/28/2010,263889,,--,,215,,0.00,,
08/29/2010,263713,,--,,207,,0.00,,
08/30/2010,263537,,--,,193,,0.00,,
08/31/2010,263537,,--,,190,,0.00,,
09/01/2010,263185,,--,,185,,0.00,,
09/02/2010,263010,,--,,121,,0.00,,
09/03/2010,262482,,--,,165,,0.00,,
09/04/2010,261955,,--,,190,,0.00,,
09/05/2010,261603,,--,,196,,0.00,,
09/06/2010,261252,,--,,200,,0.00,,
09/07/2010,260724,,--,,164,,0.00,,
09/08/2010,260548,,--,,98,,0.00,,
09/09/2010,260197,,--,,100,,0.01,,
09/10/2010,259845,,--,,175,,0.00,,
09/11/2010,259494,,--,,162,,0.00,,
09/12/2010,259318,,--,,107,,0.00,,
09/13/2010,258966,,--,,124,,0.00,,
09/14/2010,258615,,--,,173,,0.00,,
09/15/2010,258263,,--,,179,,0.00,,
09/16/2010,257911,,--,,154,,0.00,,
09/17/2010,257384,,--,,171,,0.00,,
09/18/2010,257032,,--,,212,,0.00,,
09/19/2010,256857,,--,,104,,0.00,,
09/20/2010,256505,,--,,111,,0.00,,
09/21/2010,255978,,--,,211,,0.00,,
09/22/2010,255450,,--,,288,,0.00,,
09/23/2010,255099,,--,,170,,0.00,,
09/24/2010,254571,,--,,179,,0.00,,
09/25/2010,254395,,--,,145,,0.00,,
09/26/2010,254220,,--,,42,,0.00,,
09/27/2010,254044,,--,,44,,0.00,,
09/28/2010,254044,,--,,16,,0.00,,
09/29/2010,254044,,--,,16,,0.00,,
09/30/2010,253868,,--,,16,,0.00,,
10/01/2010,253868,,--,,16,,0.00,,
10/02/2010,253868,,--,,11,,0.00,,
10/03/2010,253868,,--,,6,,0.52,,
10/04/2010,254220,,--,,7,,1.65,,
10/05/2010,254747,,--,,111,,0.05,,
10/06/2010,254571,,--,,166,,0.00,,
10/07/2010,254220,,--,,244,,0.07,,
10/08/2010,253868,,--,,217,,0.00,,
10/09/2010,253692,,--,,270,,0.06,,
10/10/2010,253692,,--,,210,,0.00,,
10/11/2010,253692,,--,,203,,0.00,,
10/12/2010,253516,,--,,228,,0.00,,
10/13/2010,253341,,--,,287,,0.00,,
10/14/2010,253165,,--,,280,,0.00,,
10/15/2010,252989,,--,,272,,0.00,,
10/16/2010,252813,,--,,266,,0.00,,
10/17/2010,252813,,--,,207,,0.00,,
10/18/2010,252813,,--,,216,,0.25,,
10/19/2010,252637,,--,,313,,0.00,,
10/20/2010,252286,,--,,281,,0.00,,
10/21/2010,--,,--,,--,,--,,
10/22/2010,251934,,--,,299,,0.00,,
10/23/2010,251934,,--,,266,,0.39,,
10/24/2010,253516,,--,,207,,1.46,,
10/25/2010,270262,,--,,521,,5.28,,
10/26/2010,268811,,--,,2139,,0.03,,
10/27/2010,265119,,--,,2774,,0.00,,
10/28/2010,260548,,--,,2343,,0.00,,
10/29/2010,257384,,--,,1935,,0.00,,
10/30/2010,254747,,--,,1429,,0.21,,
10/31/2010,252286,,--,,1417,,0.04,,
11/01/2010,249859,,--,,1409,,0.00,,
11/02/2010,249344,,--,,961,,0.00,,
11/03/2010,249001,,--,,511,,0.00,,
11/04/2010,249001,,--,,545,,0.00,,
11/05/2010,249172,,--,,524,,0.00,,
11/06/2010,249516,,--,,144,,0.00,,
11/07/2010,250030,,--,,64,,0.07,,
11/08/2010,251583,,--,,88,,1.77,,
11/09/2010,252462,,--,,170,,0.00,,
11/10/2010,253165,,--,,202,,0.23,,
11/11/2010,253165,,--,,477,,0.00,,
11/12/2010,253165,,--,,423,,0.00,,
11/13/2010,253165,,--,,377,,0.00,,
11/14/2010,253341,,--,,344,,0.00,,
11/15/2010,254044,,--,,118,,0.00,,
11/16/2010,254044,,--,,470,,0.00,,
11/17/2010,254044,,--,,518,,0.00,,
11/18/2010,253692,,--,,517,,0.00,,
11/19/2010,253341,,--,,520,,0.00,,
11/20/2010,253165,,--,,520,,1.50,,
11/21/2010,253165,,--,,519,,1.38,,
11/22/2010,253165,,--,,591,,1.40,,
11/23/2010,253341,,--,,532,,0.52,,
11/24/2010,253341,,--,,531,,0.96,,
11/25/2010,252989,,--,,530,,0.00,,
11/26/2010,252989,,--,,521,,0.00,,
11/27/2010,252813,,--,,525,,0.07,,
11/28/2010,252813,,--,,523,,1.44,,
11/29/2010,252637,,--,,524,,0.00,,
11/30/2010,251934,,--,,505,,0.00,,
12/01/2010,251934,,--,,427,,0.00,,
12/02/2010,251934,,--,,506,,0.00,,
12/03/2010,251758,,--,,500,,0.00,,
12/04/2010,251758,,--,,503,,0.00,,
12/05/2010,251758,,--,,500,,0.15,,
12/06/2010,252462,,--,,502,,1.25,,
12/07/2010,252637,,--,,505,,0.00,,
12/08/2010,252813,,--,,504,,0.00,,
12/09/2010,253165,,--,,504,,0.53,,
12/10/2010,254395,,--,,509,,0.22,,
12/11/2010,255274,,--,,507,,0.02,,
12/12/2010,253626,,--,,505,,0.00,,
12/13/2010,255636,,--,,504,,0.00,,
12/14/2010,254220,,--,,762,,0.00,,
12/15/2010,252286,,--,,1229,,1.63,,
12/16/2010,247800,,--,,2196,,0.05,,
12/17/2010,242310,,--,,2921,,0.23,,
12/18/2010,241281,,--,,2182,,4.43,,
12/19/2010,243340,,--,,1027,,4.25,,
12/20/2010,246256,,--,,536,,2.31,,
12/21/2010,246771,,--,,519,,0.74,,
12/22/2010,246771,,--,,504,,0.25,,
12/23/2010,246599,,--,,500,,0.27,,
12/24/2010,246428,,--,,507,,0.00,,
12/25/2010,246428,,--,,504,,0.00,,
12/26/2010,246599,,--,,496,,1.12,,
12/27/2010,246771,,--,,498,,0.00,,
12/28/2010,246771,,--,,499,,0.00,,
12/29/2010,247285,,--,,499,,3.40,,
12/30/2010,246942,,--,,500,,0.20,,
12/31/2010,246771,,--,,498,,0.00,,
01/01/2011,246599,,--,,497,,0.26,,
01/02/2011,246256,,--,,500,,1.46,,
01/03/2011,245741,,--,,498,,0.48,,
01/04/2011,245913,,--,,509,,0.00,,
01/05/2011,245741,,--,,504,,0.00,,
01/06/2011,245570,,--,,499,,0.00,,
01/07/2011,245570,,--,,494,,0.00,,
01/08/2011,245570,,--,,495,,0.00,,
01/09/2011,245398,,--,,496,,0.00,,
01/10/2011,245398,,--,,485,,0.00,,
01/11/2011,245227,,--,,489,,0.00,,
01/12/2011,245227,,--,,495,,0.40,,
01/13/2011,245227,,--,,491,,0.00,,
01/14/2011,245227,,--,,491,,0.06,,
01/15/2011,245227,,--,,490,,0.00,,
01/16/2011,245398,,--,,491,,0.00,,
01/17/2011,245913,,--,,491,,0.00,,
01/18/2011,246428,,--,,528,,0.00,,
01/19/2011,247114,,--,,490,,0.00,,
01/20/2011,247285,,--,,489,,0.00,,
01/21/2011,247457,,--,,497,,0.00,,
01/22/2011,247628,,--,,503,,0.00,,
01/23/2011,247628,,--,,500,,0.00,,
01/24/2011,247800,,--,,499,,0.00,,
01/25/2011,247800,,--,,498,,0.00,,
01/26/2011,247972,,--,,501,,0.00,,
01/27/2011,247972,,--,,502,,0.00,,
01/28/2011,247972,,--,,515,,0.00,,
01/29/2011,247972,,--,,511,,0.00,,
01/30/2011,248143,,--,,509,,0.63,,
01/31/2011,248143,,--,,501,,0.25,,
02/01/2011,248143,,--,,498,,0.00,,
02/02/2011,247800,,--,,647,,0.00,,
02/03/2011,246771,,--,,942,,0.00,,
02/04/2011,245741,,--,,930,,0.00,,
02/05/2011,244884,,--,,907,,0.00,,
02/06/2011,244026,,--,,909,,0.00,,
02/07/2011,243511,,--,,904,,0.00,,
02/08/2011,242482,,--,,911,,0.00,,
02/09/2011,241967,,--,,907,,0.00,,
02/10/2011,241110,,--,,905,,0.00,,
02/11/2011,240080,,--,,912,,0.00,,
02/12/2011,239223,,--,,907,,0.00,,
02/13/2011,238365,,--,,910,,0.00,,
02/14/2011,237507,,--,,914,,0.00,,
02/15/2011,236649,,--,,911,,0.01,,
02/16/2011,235792,,--,,941,,1.20,,
02/17/2011,235105,,--,,912,,0.75,,
02/18/2011,234419,,--,,910,,1.85,,
02/19/2011,233575,,--,,910,,2.80,,
02/20/2011,232907,,--,,926,,0.09,,
02/21/2011,231904,,--,,909,,0.00,,
02/22/2011,230902,,--,,935,,0.00,,
02/23/2011,230067,,--,,908,,0.00,,
02/24/2011,229232,,--,,940,,0.00,,
02/25/2011,228396,,--,,914,,0.97,,
02/26/2011,227561,,--,,903,,1.11,,
02/27/2011,229726,,--,,912,,0.00,,
02/28/2011,225891,,--,,915,,0.00,,
03/01/2011,224888,,--,,915,,0.00,,
03/02/2011,224053,,--,,915,,0.70,,
03/03/2011,223719,,--,,916,,0.96,,
03/04/2011,223218,,--,,910,,0.04,,
03/05/2011,222550,,--,,911,,0.00,,
03/06/2011,221881,,--,,912,,0.59,,
03/07/2011,221714,,--,,916,,1.76,,
03/08/2011,221213,,--,,918,,0.04,,
03/09/2011,220712,,--,,915,,0.00,,
03/10/2011,220211,,--,,927,,0.00,,
03/11/2011,219710,,--,,924,,0.00,,
03/12/2011,219543,,--,,917,,0.00,,
03/13/2011,219042,,--,,915,,0.00,,
03/14/2011,218707,,--,,917,,0.28,,
03/15/2011,218273,,--,,918,,0.00,,
03/16/2011,219543,,--,,1471,,2.33,,
03/17/2011,221213,,--,,927,,0.19,,
03/18/2011,221213,,--,,921,,0.00,,
03/19/2011,221046,,--,,916,,1.63,,
03/20/2011,220712,,--,,919,,1.24,,
03/21/2011,220211,,--,,941,,2.60,,
03/22/2011,218874,,--,,990,,0.75,,
03/23/2011,217538,,--,,974,,0.39,,
03/24/2011,216883,,--,,956,,1.06,,
03/25/2011,216395,,--,,971,,1.70,,
03/26/2011,215418,,--,,975,,0.42,,
03/27/2011,214279,,--,,1465,,1.03,,
03/28/2011,212977,,--,,971,,0.06,,
03/29/2011,211675,,--,,970,,0.00,,
03/30/2011,210210,,--,,940,,0.00,,
03/31/2011,209885,,--,,905,,0.00,,
04/01/2011,210210,,--,,748,,0.00,,
04/02/2011,210861,,--,,757,,0.00,,
04/03/2011,211024,,--,,924,,0.00,,
04/04/2011,211187,,--,,929,,0.00,,
04/05/2011,211512,,--,,916,,0.00,,
04/06/2011,211651,,--,,515,,0.00,,
04/07/2011,212977,,--,,736,,0.15,,
04/08/2011,212814,,--,,996,,0.75,,
04/09/2011,212326,,--,,840,,0.08,,
04/10/2011,212163,,--,,534,,0.00,,
04/11/2011,212163,,--,,540,,0.00,,
04/12/2011,211838,,--,,733,,0.00,,
04/13/2011,211024,,--,,923,,0.00,,
04/14/2011,210373,,--,,922,,0.10,,
04/15/2011,209559,,--,,917,,0.00,,
04/16/2011,208745,,--,,918,,0.00,,
04/17/2011,208745,,--,,919,,0.00,,
04/18/2011,209396,,--,,918,,0.00,,
04/19/2011,210047,,--,,916,,0.08,,
04/20/2011,211187,,--,,916,,0.00,,
04/21/2011,211838,,--,,922,,0.73,,
04/22/2011,212326,,--,,918,,0.06,,
04/23/2011,212000,,--,,914,,0.10,,
04/24/2011,211512,,--,,911,,0.05,,
04/25/2011,210861,,--,,911,,0.10,,
04/26/2011,210047,,--,,913,,0.02,,
04/27/2011,209234,,--,,917,,0.00,,
04/28/2011,209071,,--,,918,,0.00,,
04/29/2011,209071,,--,,915,,0.00,,
04/30/2011,208908,,--,,915,,0.00,,
05/01/2011,208420,,--,,915,,0.00,,
05/02/2011,208094,,--,,915,,0.00,,
05/03/2011,208420,,--,,916,,0.00,,
05/04/2011,209234,,--,,914,,0.00,,
05/05/2011,210698,,--,,914,,0.00,,
05/06/2011,212814,,--,,913,,0.00,,
05/07/2011,214930,,--,,912,,0.00,,
05/08/2011,217538,,--,,913,,0.00,,
05/09/2011,219042,,--,,913,,0.00,,
05/10/2011,219042,,--,,934,,0.07,,
05/11/2011,219042,,--,,907,,0.00,,
05/12/2011,219543,,--,,911,,0.00,,
05/13/2011,221213,,--,,907,,0.00,,
05/14/2011,223719,,--,,914,,0.00,,
05/15/2011,225891,,--,,934,,0.97,,
05/16/2011,226893,,--,,905,,0.50,,
05/17/2011,226893,,--,,907,,0.50,,
05/18/2011,226726,,--,,910,,1.95,,
05/19/2011,226392,,--,,913,,0.07,,
05/20/2011,226058,,--,,915,,0.00,,
05/21/2011,226225,,--,,915,,0.00,,
05/22/2011,227227,,--,,910,,0.00,,
05/23/2011,228062,,--,,910,,0.00,,
05/24/2011,228730,,--,,939,,0.00,,
05/25/2011,229566,,--,,915,,0.00,,
05/26/2011,229566,,--,,921,,0.01,,
05/27/2011,229733,,--,,946,,0.00,,
05/28/2011,230234,,--,,983,,0.00,,
05/29/2011,230735,,--,,941,,0.22,,
05/30/2011,230401,,--,,932,,0.05,,
05/31/2011,230234,,--,,902,,0.00,,
06/01/2011,230067,,--,,893,,0.14,,
06/02/2011,229900,,--,,807,,0.13,,
06/03/2011,229399,,--,,774,,0.00,,
06/04/2011,229232,,--,,759,,0.00,,
06/05/2011,229566,,--,,698,,0.41,,
06/06/2011,231570,,--,,569,,0.77,,
06/07/2011,232238,,--,,873,,0.05,,
06/08/2011,232406,,--,,915,,0.00,,
06/09/2011,233742,,--,,1135,,0.00,,
06/10/2011,235105,,--,,1270,,0.00,,
06/11/2011,236135,,--,,1637,,0.00,,
06/12/2011,236821,,--,,1903,,0.00,,
06/13/2011,235792,,--,,2395,,0.00,,
06/14/2011,234934,,--,,2904,,0.00,,
06/15/2011,234591,,--,,2874,,0.00,,
06/16/2011,234934,,--,,2906,,0.00,,
06/17/2011,234934,,--,,2871,,0.00,,
06/18/2011,235105,,--,,2632,,0.00,,
06/19/2011,235448,,--,,2395,,0.00,,
06/20/2011,236478,,--,,2193,,0.00,,
06/21/2011,238022,,--,,1883,,0.00,,
06/22/2011,241453,,--,,1616,,0.00,,
06/23/2011,244712,,--,,1308,,0.00,,
06/24/2011,249001,,--,,1215,,0.00,,
06/25/2011,252813,,--,,937,,0.00,,
06/26/2011,256153,,--,,628,,0.00,,
06/27/2011,258966,,--,,751,,0.00,,
06/28/2011,262131,,--,,846,,0.00,,
06/29/2011,267932,,--,,2334,,1.98,,
06/30/2011,268459,,--,,3517,,0.12,,
07/01/2011,266701,,--,,3279,,0.00,,
07/02/2011,266526,,--,,2377,,0.00,,
07/03/2011,267053,,--,,2003,,0.00,,
07/04/2011,267580,,--,,2063,,0.00,,
07/05/2011,268284,,--,,2059,,0.00,,
07/06/2011,268284,,--,,2117,,0.00,,
07/07/2011,268635,,--,,2102,,0.00,,
07/08/2011,268635,,--,,2132,,0.00,,
07/09/2011,269174,,--,,1983,,0.00,,
07/10/2011,270806,,--,,1389,,0.00,,
07/11/2011,271169,,--,,1910,,0.00,,
07/12/2011,271894,,--,,935,,0.00,,
07/13/2011,272257,,--,,1145,,0.00,,
07/14/2011,272257,,--,,1160,,0.00,,
07/15/2011,272257,,--,,1176,,0.00,,
07/16/2011,272257,,--,,1276,,0.00,,
07/17/2011,271713,,--,,1295,,0.00,,
07/18/2011,271531,,--,,1155,,0.00,,
07/19/2011,271713,,--,,962,,0.00,,
07/20/2011,271894,,--,,937,,0.00,,
07/21/2011,272257,,--,,823,,0.00,,
07/22/2011,271894,,--,,979,,0.00,,
07/23/2011,271531,,--,,959,,0.00,,
07/24/2011,271169,,--,,997,,0.00,,
07/25/2011,270987,,--,,969,,0.00,,
07/26/2011,270443,,--,,954,,0.00,,
07/27/2011,269899,,--,,963,,0.00,,
07/28/2011,269174,,--,,966,,0.00,,
07/29/2011,268635,,--,,932,,0.00,,
07/30/2011,267932,,--,,978,,0.00,,
07/31/2011,267580,,--,,882,,0.00,,
08/01/2011,267932,,--,,495,,0.00,,
08/02/2011,268635,,--,,269,,0.00,,
08/03/2011,268992,,--,,348,,0.00,,
08/04/2011,269355,,--,,250,,0.00,,
08/05/2011,269536,,--,,351,,0.00,,
08/06/2011,269536,,--,,322,,0.00,,
08/07/2011,269899,,--,,182,,0.00,,
08/08/2011,270080,,--,,222,,0.00,,
08/09/2011,269536,,--,,527,,0.00,,
08/10/2011,268811,,--,,617,,0.00,,
08/11/2011,268108,,--,,627,,0.00,,
08/12/2011,267405,,--,,616,,0.00,,
08/13/2011,266526,,--,,659,,0.00,,
08/14/2011,265998,,--,,538,,0.00,,
08/15/2011,265295,,--,,545,,0.00,,
08/16/2011,264592,,--,,647,,0.00,,
08/17/2011,263713,,--,,644,,0.00,,
08/18/2011,262834,,--,,626,,0.00,,
08/19/2011,261955,,--,,654,,0.00,,
08/20/2011,261076,,--,,663,,0.00,,
08/21/2011,260373,,--,,531,,0.00,,
08/22/2011,259494,,--,,548,,0.00,,
08/23/2011,258790,,--,,660,,0.00,,
08/24/2011,257736,,--,,663,,0.00,,
08/25/2011,256857,,--,,654,,0.00,,
08/26/2011,255978,,--,,625,,0.00,,
